rx_time_s,packet_hex
7.200,A56602FB2400201C0000000309000000000300DB03DB032A09C1FFFFFFCDFFFFFF56000000FD0F0BE9
7.400,A56602FB2500E81C0000000309000000000300D803D8032A09C1FFFFFFCDFFFFFF56000000FD0FFE5B
7.600,A56602FB2600B01D0000000309000000000200D203D2032A09C1FFFFFFCDFFFFFF56000000FD0F6100
7.800,A56602FB2700781E0000000309000000000200D303D3032A09C1FFFFFFCDFFFFFF56000000FD0F7BC2
8.000,A56602FB2800401F0000000309000000000200D403D403230941FFFFFFB600000007000000001002C0
8.200,A56602FB290008200000000309000000000200D103D103230941FFFFFFB60000000700000000105420
8.400,A56602FB2A00D0200000000309000000000200D703D703230941FFFFFFB6000000070000000010EAE3
8.600,A56602FB2B0098210000000309000000000000DA03DB03230941FFFFFFB60000000700000000104214
8.800,A56602FB2C006022000000030900000000FCFFCB03CB03230941FFFFFFB6000000070000000010DE31
9.000,A56602FB2D0028230000000309FFFFFFFFFBFFDC03DC031809FDFFFFFFAEFFFFFFEDFFFFFFFD0FD3DD
9.200,A56602FB2E00F023000000030900000000FDFFD103D2031809FDFFFFFFAEFFFFFFEDFFFFFFFD0F5BAF
9.400,A56602FB2F00B824000000030900000000FEFFCE03CE031809FDFFFFFFAEFFFFFFEDFFFFFFFD0F5400
9.600,A56602FB300080250000000309000000000000C803C8031809FDFFFFFFAEFFFFFFEDFFFFFFFD0FFBE2
9.800,A56602FB310048260000000309000000000000CE03CE031809FDFFFFFFAEFFFFFFEDFFFFFFFD0F2D58
10.000,A56602FB32001027000000030900000000FEFFD403D4031909D6FFFFFF0C0000001D000000F80F1F58
10.200,A56602FB3300D82700000103090B000000F704671F671F1909D6FFFFFF0C0000001D000000F80F2DF4
10.400,A56602FB3400A0280000010309320000004C0AD91DD91D1909D6FFFFFF0C0000001D000000F80FDEE6
10.600,A56602FB350068290000010309740000004E0F881C891C1909D6FFFFFF0C0000001D000000F80F4B4A
10.800,A56602FB3600302A0000010309CD000000F713871A871A1909D6FFFFFF0C0000001D000000F80F801F
11.000,A56602FB3700F82A00000103093E01000046185B185B180A095F00000000000000190100000110FAF4
11.200,A56602FB3800C02B0000010309C5010000381CB416B4160A095F0000000000000019010000011095B9
11.400,A56602FB3900882C00000103095D0200002D1F9C099C090A095F00000000000000190100000110269A
11.600,A56602FB3A00502D0000020309FC0200008C1EF6FD0A020A095F0000000000000019010000011088E9
11.800,A56602FB3B00182E000002030996030000651D1FFEE1010A095F0000000000000019010000011069DF
12.000,A56602FB3C00E02E000002030929040000441C40FEC0010B09F1000000E500000003040000FA0F68F1
12.200,A56602FB3D00A82F0000020309B70400002B1B6FFE91010B09F1000000E500000003040000FA0FB5E6
12.400,A56602FB3E0070300000020309400500001B1A87FE79010B09F1000000E500000003040000FA0F4190
12.600,A56602FB3F0038310000020309C30500000F19A2FE5E010B09F1000000E500000003040000FA0F8949
12.800,A56602FB400000320000020309410600000A18C2FE3E010B09F1000000E500000003040000FA0F94C9
13.000,A56602FB4100C8320000020309B90600000917DDFE24010C09A50100006D020000DA060000FD0F8A81
13.400,A56602FB4300583400000203099C0700001E150AFFF6000C09A50100006D020000DA060000FD0F8757
13.600,A56602FB440020350000020309060800002E1426FFDA000C09A50100006D020000DA060000FD0FE71B
13.800,A56602FB4500E83500000203096B08000041132FFFD2000C09A50100006D020000DA060000FD0FDA3A
14.000,A56602FB4600B0360000020309CC0800005A1248FFB800F90816010000E8020000CB080000FA0F937D
14.200,A56602FB4700783700000203092709000071115BFFA500F90816010000E8020000CB080000FA0F8FC9
14.400,A56602FB4800403800000203097F09000091106FFF9100F90816010000E8020000CB080000FA0FC7CF
14.600,A56602FB490008390000020309D1090000AF0F72FF8F00F90816010000E8020000CB080000FA0F3D19
14.800,A56602FB4A00D03900000203091F0A0000D10E80FF8000F90816010000E8020000CB080000FA0FC931
15.000,A56602FB4B00983A0000020309690A0000F50D94FF6C00F408C00100006D030000490A0000FE0F6C69
15.200,A56602FB4C00603B0000020309AE0A00001C0D9BFF6500F408C00100006D030000490A0000FE0FE68B
15.400,A56602FB4D00283C0000020309EF0A0000470CA7FF5A00F408C00100006D030000490A0000FE0F569B
15.600,A56602FB4E00F03C00000203092D0B0000760BB0FF5000F408C00100006D030000490A0000FE0FDE3E
15.800,A56602FB4F00B83D0000020309660B0000A70ABBFF4500F408C00100006D030000490A0000FE0F0C6C
16.000,A56602FB5000803E00000203099A0B0000D909CBFF3500ED0829010000BE030000AB0B0000F90FEB26
16.200,A56602FB5100483F0000020309CB0B00000B09D1FF3000ED0829010000BE030000AB0B0000F90FAE61
16.400,A56602FB520010400000020309F70B00003C08D9FF2700ED0829010000BE030000AB0B0000F90FE674
16.600,A56602FB5300D84000000203091F0C00007107DFFF2200ED0829010000BE030000AB0B0000F90FD010
17.000,A56602FB550068420000020309620C0000DA05F4FF1200DA0886010000840500005A0C0000F50FCA91
17.200,A56602FB5600304300000203097E0C00001205F1FF0F00DA0886010000840500005A0C0000F50F5A64
17.400,A56602FB5700F8430000020309960C00004A04F4FF0F00DA0886010000840500005A0C0000F50FDDF2
17.600,A56602FB5800C0440000020309AA0C00008103FAFF0900DA0886010000840500005A0C0000F50F850E
17.800,A56602FB590088450000020309B90C0000BB02F5FF0B00DA0886010000840500005A0C0000F50FA6BC
18.000,A56602FB5A0050460000020309C50C0000F50108000900DC0807030000C5040000AE0C0000F60FAE09
18.200,A56602FB5B0018470000020309CE0C00003301FDFF0600DC0807030000C5040000AE0C0000F60F749F
18.400,A56602FB5C00E0470000020309D20C00007000FEFF0500DC0807030000C5040000AE0C0000F60FB3F9
18.600,A56602FB5D00A8480000020309D20C0000CEFF9C01D303DC0807030000C5040000AE0C0000F60F2028
18.800,A56602FB5E0070490000020309D00C000066FF0802DD03DC0807030000C5040000AE0C0000F60F019D
19.000,A56602FF5F00384A0000030309CC0C000023FF6102D303D50819020000A3060000CC0C0000F70F5E02
19.200,A56602FF6000004B0000030309C60C000014FFA502D503D50819020000A3060000CC0C0000F70FCD34
19.400,A56602FF6100C84B0000030309BE0C0000F9FEB202CD03D50819020000A3060000CC0C0000F70FE16B
19.600,A56602FF6200904C0000030309B60C0000CCFE9902D603D50819020000A3060000CC0C0000F70F1755
19.800,A56602FF6300584D0000030309AB0C00008EFE4F02CC03D50819020000A3060000CC0C0000F70F0575
20.000,A56602FF6400204E00000303099F0C000057FEEF01D003C6086704000019070000740C0000F20F191C
20.200,A56602FF6500E84E0000030309930C000027FE7F01D703C6086704000019070000740C0000F20FECA1
20.400,A56602FF6600B04F0000030309870C000006FE2A01D603C6086704000019070000740C0000F20FC174
20.600,A56602FF6700785000000303097B0C0000EFFD0101D703C6086704000019070000740C0000F20F7139
21.000,A56602FF690008520000030309650C0000E6FD6901D403BD08290300006E0800002D0C0000F30F746F
21.200,A56602FF6A00D05200000303095A0C0000E1FDD201DC03BD08290300006E0800002D0C0000F30FA72A
21.400,A56602FF6B0098530000030309500C0000E5FD3602C903BD08290300006E0800002D0C0000F30F2BD2
21.600,A56602FF6C0060540000030309450C0000EDFD8302CC03BD08290300006E0800002D0C0000F30FF437
21.800,A56602FF6D00285500000303093B0C0000EFFDB302D603BD08290300006E0800002D0C0000F30F5B1F
22.000,A56602FF6E00F0550000030309310C0000F3FDB402DF03B408500400004C080000470C0000EC0FF269
22.200,A56602FF6F00B8560000030309270C0000F8FD8002DB03B408500400004C080000470C0000EC0F4265
22.400,A56602FF7000805700000303091C0C0000F1FD1F02D203B408500400004C080000470C0000EC0F23B0
22.600,A56602FF710048580000030309120C0000FCFDB101D903B408500400004C080000470C0000EC0F1169
22.800,A56602FF720010590000030309080C0000FEFD4901D903B408500400004C080000470C0000EC0FDB98
23.000,A56602FF7300D8590000030309FE0B0000FEFD0B01D003AA0864050000F3080000380C0000F30FC601
23.200,A56602FF7400A05A0000030309F40B000004FE0601D703AA0864050000F3080000380C0000F30FCAE1
23.400,A56602FF7500685B0000030309E90B0000FDFD3A01D103AA0864050000F3080000380C0000F30F8E0E
23.600,A56602FF7600305C0000030309DE0B0000F9FD9F01DD03AA0864050000F3080000380C0000F30F8E0D
23.800,A56602FF7700F85C0000030309D40B0000F5FD0502D403AA0864050000F3080000380C0000F30F59C7
24.000,A56602FF7800C05D0000030309C90B0000F3FD6A02D603A5089E040000020A0000D90B0000F50F9F55
24.200,A56602FF7900885E0000030309BF0B0000F2FDA502D503A5089E040000020A0000D90B0000F50F1BE6
24.400,A56602FF7A00505F0000030309B50B0000F9FDB702D403A5089E040000020A0000D90B0000F50F2CA2
24.600,A56602FF7B001860000003030DAB0B000001FE9B02D303A5089E040000020A0000D90B0000F50FFBE9
24.800,A56602FF7C00E0600000030309A00B0000FBFD4D02D103A5089E040000020A0000D90B0000F50F61D7
25.000,A56602FF7D00A8610000030309960B000003FEF501D903AB08BD050000F20A0000790B0000F30FD241
25.200,A56602FF7E00706200000303098C0B000007FE7801D803AB08BD050000F20A0000790B0000F30FB1AB
25.400,A56602FF7F0038630000030309820B000005FE2C01D003AB08BD050000F20A0000790B0000F30F0218
25.600,A56602FF800000640000030309780B000004FE0201DF03AB08BD050000F20A0000790B0000F30F7368
25.800,A56602FF8100C86400000303096E0B000008FE0A01D303AB08BD050000F20A0000790B0000F30FCD7F
26.000,A56602FF820090650000030309640B000003FE6401D2039E085F050000500B0000830B0000EC0F5220
26.200,A56602FF830058660000030309590B000001FED501D6039E085F050000500B0000830B0000EC0F8449
26.400,A56602FF8400206700000303094E0B0000F5FD3902D7039E085F050000500B0000830B0000EC0F6116
26.600,A56602FF8500E8670000030309430B0000EEFD9402E3039E085F050000500B0000830B0000EC0FA8B4
26.800,A56602FF8600B0680000030309390B0000F9FDB302D2039E085F050000500B0000830B0000EC0FF322
27.000,A56602FF8700786900000303092F0B0000F8FDB102D8039E08D00500002F0B0000060B0000F20F74DC
27.200,A56602FF8800406A0000030309240B0000F8FD7302D1039E08D00500002F0B0000060B0000F20F62BA
27.400,A56602FF8900086B00000303091A0B0000F6FD1C02D0039E08D00500002F0B0000060B0000F20F1A06
27.600,A56602FF8A00D06B0000030309110B000004FEB201D3039E08D00500002F0B0000060B0000F20F566C
27.800,A56602FF8B00986C0000030309070B00000AFE5101CC039E08D00500002F0B0000060B0000F20F78E8
28.000,A56602FF8C00606D0000030309FC0A000000FE0501D6038C0821060000AA0D0000F60A0000F10F3AD2
28.200,A56602FF8D00286E0000030309F20A000003FE0501D5038C0821060000AA0D0000F60A0000F10F324F
28.400,A56602FF8E00F06E0000030309E80A000001FE3201CF038C0821060000AA0D0000F60A0000F10F5930
28.600,A56602FF8F00B86F0000030309DD0A0000F8FD9001CA038C0821060000AA0D0000F60A0000F10FCFE5
29.000,A56602FF910048710000030309C80A0000F3FD6502D1038608FB050000D00C0000A40A0000EB0F45D0
29.200,A56602FF920010720000030309BD0A0000F7FDA502D5038608FB050000D00C0000A40A0000EB0F0D1A
29.400,A56602FF9300D8720000030309B30A0000F8FDBC02D5028608FB050000D00C0000A40A0000EB0F04B0
29.600,A56602FF9400A0730000030309A90A000001FE9702CF038608FB050000D00C0000A40A0000EB0FBC5B
29.800,A56602FF9500687400000303099F0A0000FFFD4D02CE038608FB050000D00C0000A40A0000EB0FB037
30.000,A56602FF960030750000030309940A0000FBFDE101D6037D08B8060000930D00008E0A0000E90F7A8C
30.200,A56602FF9700F87500000303098A0A0000FBFD7901DB037D08B8060000930D00008E0A0000E90F12A0
30.400,A56602FF9800C0760000030309800A0000FDFD2001CE037D08B8060000930D00008E0A0000E90F6707
30.600,A56602FF990088770000030309760A0000FCFDF600D8037D08B8060000930D00008E0A0000E90FF3C3
30.800,A56602FF9A00507800000303096B0A0000FAFD1601CE037D08B8060000930D00008E0A0000E90F17F1
31.000,A56602FF9B0018790000030309600A0000F6FD6101DB03770827070000FE0D00008B0A0000ED0FA684
31.200,A56602FF9C00E0790000030309560A0000F9FDCE01D103770827070000FE0D00008B0A0000ED0FA378
31.400,A56602FF9D00A87A00000303094D0A000004FE3402DC03770827070000FE0D00008B0A0000ED0F2C74
31.600,A56602FF9E00707B0000030309420A000004FE8602D003770827070000FE0D00008B0A0000ED0FD3A8
31.800,A56602FF9F00387C0000030309380A000002FEAE02CF03770827070000FE0D00008B0A0000ED0F32A7
32.000,A56602FFA000007D00000303092D0A0000FBFDB002DF037408CE060000090F0000370A0000ED0FF8C6
32.200,A56602FFA100C87D0000030309240A000002FE7602CF037408CE060000090F0000370A0000ED0FC1C8
32.400,A56602FFA200907E0000030309190A0000FFFD2002D1037408CE060000090F0000370A0000ED0FD816
32.600,A56602FFA300587F00000303090F0A000005FEB001CE037408CE060000090F0000370A0000ED0F52CE
32.800,A56602FFA40020800000030309050A000005FE4501D3037408CE060000090F0000370A0000ED0FE7FE
33.000,A56602FFA500E8800000030309FB090000FFFDFF00CB036608510700003B110000C4090000EA0FC2C0
33.200,A56602FFA600B0810000030309EF090000F0FD0901D2036608510700003B110000C4090000EA0F1762
33.400,A56602FFA70078820000030309E5090000F7FD3701D8036608510700003B110000C4090000EA0F22B3
33.600,A56602FFA80040830000030309DA090000EFFD9801D0036608510700003B110000C4090000EA0F4979
33.800,A56602FFA90008840000030309D0090000F9FD0302D2036608510700003B110000C4090000EA0F9417
34.000,A56602FFAA00D0840000030309C6090000FDFD7202D9036608450800004B1000007F090000ED0F57DB
34.200,A56602FFAB0098850000030309BC090000FFFDAA02D9036608450800004B1000007F090000ED0F642D
34.400,A56602FFAC0060860000030309B2090000FFFDB402D7036608450800004B1000007F090000ED0F78FD
34.600,A56602FFAD0028870000030309A7090000FBFD9B02D8036608450800004B1000007F090000ED0F6E91
34.800,A56602FFAE00F08700000303099D09000001FE5C02DD036608450800004B1000007F090000ED0F2B31
35.000,A56602FFAF00B888000003030993090000FFFDED01DE035F086A0900000B120000AB090000E60F1CB4
35.200,A56602FFB000808900000303098909000003FE7B01DE035F086A0900000B120000AB090000E60F7A96
35.400,A56602FFB100488A00000303097E090000FBFD2A01CE035F086A0900000B120000AB090000E60F7C53
35.600,A56602FFB200108B00000303097409000000FEFD00D6035F086A0900000B120000AB090000E60F011E
35.800,A56602FFB300D88B00000303096A09000001FE1201CD035F086A0900000B120000AB090000E60F34FB
36.000,A56602FFB400A08C00000303096009000002FE5F01DC0352081A0900000B1400004C090000EE0FBF1D
36.200,A56602FFB500688D000003030955090000FBFDCC01D10352081A0900000B1400004C090000EE0F0277
36.400,A56602FFB600308E00000303094B09000000FE4002D50352081A0900000B1400004C090000EE0F1514
36.600,A56602FFB700F88E00000303094109000001FE8802D40352081A0900000B1400004C090000EE0FCF74
36.800,A56602FFB800C08F000003030937090000FFFDB102D10352081A0900000B1400004C090000EE0F72F6
37.000,A56602FFB900889000000303092C090000FAFDAC02D8034B08C7080000F913000010090000EF0FC236
37.200,A56602FFBA005091000003030922090000F5FD7B02D4034B08C7080000F913000010090000EF0F6281
37.400,A56602FFBB001892000003030917090000F0FD2802DA034B08C7080000F913000010090000EF0F4867
37.800,A56602FFBD00A893000003030903090000FCFD4B01CD034B08C7080000F913000010090000EF0F8115
38.000,A56602FFBE0070940000030309F9080000FDFD0F01D60350080D0A00007B1200000E090000ED0F43FC
38.200,A56602FFBF0038950000030309EE080000FCFDFF00CB0350080D0A00007B1200000E090000ED0FE947
38.400,A56602FFC00000960000030309E4080000FCFD2B01CD0350080D0A00007B1200000E090000ED0F20FE
38.600,A56602FFC100C8960000030309DA080000FEFDA101D70350080D0A00007B1200000E090000ED0F53C5
38.800,A56602FFC20090970000030309CF080000FAFD0402CF0350080D0A00007B1200000E090000ED0FE9F7
39.000,A56602FFC30058980000030309C5080000FFFD6B02DD03470851090000B613000018090000E20FE18F
39.200,A56602FFC40020990000030309BB080000FFFDA202D703470851090000B613000018090000E20FAFCB
39.400,A56602FFC500E8990000030309B108000008FEBC02D903470851090000B613000018090000E20F4E01
39.600,A56602FFC600B09A0000030309A708000005FE9B02DA03470851090000B613000018090000E20FFE26
39.800,A56602FFC700789B00000303099C080000F9FD5202D803470851090000B613000018090000E20F096D
40.000,A56602FFC800409C000003030992080000FAFDEF01D4033908690A0000AA15000070080000E30FE317
40.200,A56602FFC900089D00000303098808000004FE7701D5033908690A0000AA15000070080000E30F8CC0
40.400,A56602FFCA00D09D00000303097E08000000FE2701D4033908690A0000AA15000070080000E30F03C8
40.600,A56602FFCB00989E000003030973080000FAFDFF00D7033908690A0000AA15000070080000E30F8E8B
40.800,A56602FFCC00609F000003030968080000F9FD1901CC033908690A0000AA15000070080000E30F27FE
41.000,A56602FFCD0028A000000303095E080000FDFD6201DA033508BE0A0000DB15000078080000E00F4F88
41.200,A56602FFCE00F0A0000003030954080000F7FDD001D1033508BE0A0000DB15000078080000E00F9745
41.400,A56602FFCF00B8A1000003030949080000F8FD3D02D8033508BE0A0000DB15000078080000E00FF33C
41.600,A56602FFD00080A200000303093F080000F3FD9102DB033508BE0A0000DB15000078080000E00FE1E1
41.800,A56602FFD10048A300000303093608000007FEB502D6033508BE0A0000DB15000078080000E00FF44B
42.000,A56602FFD20010A400000303092B080000FFFDB202D6032708380B0000131500002A080000DC0F5019
42.200,A56602FFD300D8A40000030309220800000EFE7C02DB032708380B0000131500002A080000DC0F75F7
42.400,A56602FFD400A0A500000303091708000002FE2002CE032708380B0000131500002A080000DC0F2D01
42.600,A56602FFD50068A600000303090D08000001FEAF01D2032708380B0000131500002A080000DC0FA572
42.800,A56602FFD60030A700000303090308000004FE4D01D2032708380B0000131500002A080000DC0F56D9
43.000,A56602FFD700F8A70000030309F8070000FAFD0401DB032C083B0B0000EF160000CA070000E20F3B84
43.200,A56602FFD800C0A80000030309ED070000F9FD0201CC032C083B0B0000EF160000CA070000E20FF244
43.400,A56602FFD90088A90000030309E3070000FFFD3401CD032C083B0B1000EF160000CA070000E20FF351
43.600,A56602FFDA0050AA0000030309D9070000FEFD9901D6032C083B0B0000EF160000CA070000E20FC89A
43.800,A56602FFDB0018AB0000030309CF070000FDFD0002CF032C083B0B0000EF160000CA070000E20FCAE9
44.000,A56602FFDC00E0AB0000030309C4070000F6FD6802D60326083B0C0000D8170000B1070000E20FF0FF
44.200,A56602FFDD00A8AC0000030309BA07000004FEA302D70326083B0C0000D8170000B1070000E20F184C
44.400,A56602FFDE0070AD0000030309B007000006FEBB02D70326083B0C0000D8170000B1070000E20FBA1D
44.600,A56602FFDF0038AE0000030309A70700000DFE9502D10326083B0C0000D8170000B1070000E20FA4F0
44.800,A56602FFE00000AF00000303099C07000008FE4F02D20326083B0C0000D8170000B1070000E20F35A4
45.000,A56602FFE100C8AF000003030991070000F9FDF701DF031508130C0000FE180000C2070000E10FDAE3
45.200,A56602FFE20090B0000003030987070000FDFD8001DB031508130C0000FE180000C2070000E10F748A
45.400,A56602FFE30058B100000303097D07000003FE2201D3031508130C0000FE180000C2070000E10F23B8
45.600,A56602FFE40020B2000003030973070000FBFD0601D5031508130C0000FE180000C2070000E10FC4BC
45.800,A56602FFE500E8B2000003030968070000F9FD1901D2031508130C0000FE180000C2070000E10F7595
46.000,A56602FFE600B0B300000303095D070000F6FD6101D0031C08640D0000B618000020070000E70FAC8C
46.200,A56602FFE70078B4000003030953070000F2FDD301D5031C08640D0000B618000020070000E70F3A0F
46.400,A56602FFE80040B5000003030949070000FAFD3C02E0031C08640D0000B618000020070000E70FB0B2
46.600,A56602FFE90008B600000303093F07000008FE8A02D6031C08640D0000B618000020070000E70F67EE
46.800,A56602FFEA00D0B6000003030935070000FFFDB202D9031C08640D0000B618000020070000E70F192D
47.000,A56602FFEB0098B700000303092B07000003FEB902D90315080B0D0000C61A0000E8060000E10F9321
47.200,A56602FFEC0060B800000303092007000001FE7B02D40315080B0D0000C61A0000E8060000E10F115F
47.400,A56602FFED0028B900000303091607000004FE2302D30315080B0D0000C61A0000E8060000E10F070D
47.600,A56602FFEE00F0B900000303090C07000001FEB501D40315080B0D0000C61A0000E8060000E10FAD9B
47.800,A56602FFEF00B8BA000003030901070000FAFD4B01DB0315080B0D0000C61A0000E8060000E10F2301
48.000,A56602FFF00080BB0000030309F806000003FE0C01D4030F08590D0000331B0000FF060000E00F1613
48.200,A56602FFF10048BC0000030309EC060000F7FD0201D1030F08590D0000331B0000FF060000E00FF0E6
48.400,A56602FFF20010BD0000030309E2060000F6FD3E01D1030F08590D0000331B0000FF060000E00F9456
48.600,A56602FFF300D8BD0000030309D7060000F2FD9A01DD030F08590D0000331B0000FF060000E00F97E2
48.800,A56602FFF400A0BE0000030309CE06000005FE0802D4030F08590D0000331B0000FF060000E00FFAA2
49.000,A56602FFF50068BF0000030309C406000009FE6F02D8030808160D0000B91B0000B7060000D90FBF07
49.200,A56602FFF60030C00000030309BB06000011FEA002D4030808160D0000B91B0000B7060000D90F80D7
49.400,A56602FFF700F8C00000030309B006000002FEB402D0030808160D0000B91B0000B7060000D90FEBAA
49.600,A56602FFF800C0C10000030309A5060000FCFD9602D3030808160D0000B91B0000B7060000D90FF207
49.800,A56602FFF90088C200000303099B06000002FE5002D3030808160D0000B91B0000B7060000D90F7F1B
50.000,A56602FFFA0050C3000003030990060000F7FDEC01D9030908CB0E0000E11B0000AA060000D80F1E43
50.200,A56602FFFB0018C4000003030986060000FEFD7901D2030908CB0E0000E11B0000AA060000D80F7369
50.600,A56602FFFD00A8C500000303097206000004FEF900CB030908CB0E0000E11B0000AA060000D80F6BFA
50.800,A56602FFFE0070C6000003030967060000F7FD1C01D5030908CB0E0000E11B0000AA060000D80FFF6A
51.000,A56602FFFF0038C700000303095D060000FCFD6501DB03FD079B0E00004A1D000068060000DE0F776A
51.200,A56602FF000100C800000303095306000000FECE01D003FD079B0E00004A1D000068060000DE0F85E8
51.400,A56602FF0101C8C8000003030949060000FFFD3302D203FD079B0E00004A1D000068060000DE0FB037
51.600,A56602FF020190C900000303093E060000FCFD8A02D403FD079B0E00004A1D000068060000DE0F6F6E
51.800,A56602FF030158CA000003030934060000FFFDBC02D803FD079B0E00004A1D000068060000DE0F46A5
52.000,A56602FF040120CB00000303092A060000FFFDB202DB03F9070F0F00008A1D000006060000DC0F4E7A
52.200,A56602FF0501E8CB00000303092006000002FE7E02D803F9070F0F00008A1D000006060000DC0FE613
52.400,A56602FF0601B0CC00000303091606000001FE2402D503F9070F0F00008A1D000006060000DC0F5C02
52.600,A56602FF070178CD00000303090C06000006FEB001D503F9070F0F00008A1D000006060000DC0F111F
52.800,A56602FF080140CE00000303090106000004FE5201D603F9070F0F00008A1D000006060000DC0F18AC
53.000,A56602FF090108CF0000030309F705000004FE0A01DB03F4070A100000B41E00002F060000DE0F6FB6
53.200,A56602FF0A01D0CF0000030309ED05000002FEFE00CE03F4070A100000B41E00002F060000DE0FA338
53.400,A56602FF0B0198D00000030309E2050000F7FD3201D703F4070A100000B41E00002F060000DE0F8569
53.600,A56602FF0C0160D10000030309D8050000F8FD9301D303F4070A100000B41E00002F060000DE0F359F
53.800,A56602FF0D0128D20000030309CD050000F5FD0D02DC03F4070A100000B41E00002F060000DE0F69E2
54.000,A56602FF0E01F0D2000003030DC2050000F1FD7002E203F107B50F00002D1E0000D3050000D80F7836
54.200,A56602FF0F01B8D30000030309B8050000F7FDAB02D403F107B50F00002D1E0000D3050000D80F1B3E
54.400,A56602FF100180D40000030309AE050000FDFDBC02DE03F107B50F00002D1E0000D3050000D80F298D
54.600,A56602FF110148D50000030309A405000003FE9F02DC03F107B50F00002D1E0000D3050000D80F0ECF
54.800,A56602FF120110D600000303099A050000FFFD5702D803F107B50F00002D1E0000D3050000D80F256A
55.000,A56602FF1301D8D600000303099005000000FEEB01D703EA07810E0000901F000080050000D90FA335
55.200,A56602FF1401A0D700000303098605000007FE7E01D403EA07810E0000901F000080050000D90F81AC
55.400,A56602FF150168D800000303097C05000004FE2E01CF03EA07810E0000901F000080050000D90FBC02
55.600,A56602FF160130D900000303097205000009FEFF00D903EA07810E0000901F000080050000D90FC838
55.800,A56602FF1701F8D900000303096805000005FE0C01CE03EA07810E0000901F000080050000D90FEFD9
56.000,A56602FF1801C0DA00000303095D050000FBFD5E01DC03DF07230F0000A320000080050000D50F0F0B
56.200,A56602FF190188DB000003030953050000FFFDD401CF03DF07230F0000A320000080050000D50F797B
56.400,A56602FF1A0150DC00000303094905000004FE3202D203DF07230F0000A320000080050000D50F2674
56.600,A56602FF1B0118DD00000303093F05000003FE8702D603DF07230F0000A320000080050000D50F4D2F
56.800,A56602FF1C01E0DD00000303093405000006FEAD02D303DF07230F0000A320000080050000D50F8179
