timestamp,flight_state,est_altitude_m,est_vertical_velocity_mps,baro_altitude_m,imu_ok,baro_ok,gnss_ok,temp_ok,battery_ok,gps_fix
1.260,PRELAUNCH,-0.01,0.03,0.03,1,1,1,1,1,0
1.280,PRELAUNCH,0.00,0.04,0.08,1,1,1,1,1,0
1.300,PRELAUNCH,0.01,0.05,0.15,1,1,1,1,1,0
1.320,PRELAUNCH,0.01,0.05,0.03,1,1,1,1,1,0
1.340,PRELAUNCH,0.01,0.04,-0.09,1,1,1,1,1,0
1.360,PRELAUNCH,0.02,0.05,0.14,1,1,1,1,1,0
1.380,PRELAUNCH,0.00,0.03,-0.32,1,1,1,1,1,0
1.400,PRELAUNCH,0.00,0.04,0.12,1,1,1,1,1,0
1.420,PRELAUNCH,0.02,0.05,0.23,1,1,1,1,1,0
1.440,PRELAUNCH,0.01,0.04,-0.14,1,1,1,1,1,0
1.460,PRELAUNCH,0.00,0.03,-0.10,1,1,1,1,1,0
1.480,PRELAUNCH,0.00,0.03,-0.05,1,1,1,1,1,0
1.500,PRELAUNCH,0.01,0.04,0.23,1,1,1,1,1,0
1.520,PRELAUNCH,0.02,0.05,0.14,1,1,1,1,1,0
1.540,PRELAUNCH,0.02,0.04,-0.11,1,1,1,1,1,0
1.560,PRELAUNCH,0.03,0.05,0.22,1,1,1,1,1,0
1.580,PRELAUNCH,0.00,0.02,-0.54,1,1,1,1,1,0
1.600,PRELAUNCH,0.00,0.02,-0.07,1,1,1,1,1,0
1.620,PRELAUNCH,0.01,0.03,0.22,1,1,1,1,1,0
1.640,PRELAUNCH,0.02,0.04,0.17,1,1,1,1,1,0
1.660,PRELAUNCH,0.00,0.02,-0.42,1,1,1,1,1,0
1.680,PRELAUNCH,-0.02,0.00,-0.35,1,1,1,1,1,0
1.700,PRELAUNCH,-0.03,0.00,-0.13,1,1,1,1,1,0
1.720,PRELAUNCH,-0.02,0.00,0.01,1,1,1,1,1,0
1.740,PRELAUNCH,-0.03,0.00,-0.07,1,1,1,1,1,0
1.760,PRELAUNCH,-0.04,-0.02,-0.33,1,1,1,1,1,0
1.780,PRELAUNCH,-0.04,-0.01,0.04,1,1,1,1,1,0
1.800,PRELAUNCH,-0.03,-0.01,0.01,1,1,1,1,1,0
1.820,PRELAUNCH,-0.04,-0.02,-0.19,1,1,1,1,1,0
1.840,PRELAUNCH,-0.04,-0.02,-0.05,1,1,1,1,1,0
1.860,PRELAUNCH,-0.04,-0.01,0.06,1,1,1,1,1,0
1.880,PRELAUNCH,-0.03,0.00,0.23,1,1,1,1,1,0
1.900,PRELAUNCH,-0.03,-0.01,-0.11,1,1,1,1,1,0
1.920,PRELAUNCH,-0.04,-0.01,-0.14,1,1,1,1,1,0
1.940,PRELAUNCH,-0.03,-0.01,0.05,1,1,1,1,1,0
1.960,PRELAUNCH,-0.03,0.00,0.09,1,1,1,1,1,0
1.980,PRELAUNCH,-0.03,-0.01,-0.21,1,1,1,1,1,0
2.000,PRELAUNCH,-0.03,-0.01,0.06,1,1,1,1,1,3
2.020,PRELAUNCH,-0.03,0.00,0.10,1,1,1,1,1,3
2.040,PRELAUNCH,-0.03,0.00,-0.05,1,1,1,1,1,3
2.060,PRELAUNCH,-0.02,0.00,0.08,1,1,1,1,1,3
2.080,PRELAUNCH,-0.03,0.00,-0.17,1,1,1,1,1,3
2.100,PRELAUNCH,-0.02,0.01,0.13,1,1,1,1,1,3
2.120,PRELAUNCH,-0.01,0.02,0.24,1,1,1,1,1,3
2.140,PRELAUNCH,0.00,0.02,0.18,1,1,1,1,1,3
2.160,PRELAUNCH,0.00,0.03,0.16,1,1,1,1,1,3
2.180,PRELAUNCH,0.00,0.02,-0.08,1,1,1,1,1,3
2.200,PRELAUNCH,-0.01,0.01,-0.25,1,1,1,1,1,3
2.220,PRELAUNCH,0.01,0.03,0.42,1,1,1,1,1,3
2.240,PRELAUNCH,0.02,0.04,0.25,1,1,1,1,1,3
2.260,PRELAUNCH,0.02,0.03,-0.09,1,1,1,1,1,3
2.280,PRELAUNCH,0.02,0.04,0.06,1,1,1,1,1,3
2.300,PRELAUNCH,0.01,0.03,-0.28,1,1,1,1,1,3
2.320,PRELAUNCH,0.01,0.03,0.02,1,1,1,1,1,3
2.340,PRELAUNCH,0.00,0.02,-0.15,1,1,1,1,1,3
2.360,PRELAUNCH,0.01,0.03,0.28,1,1,1,1,1,3
2.380,PRELAUNCH,0.02,0.04,0.28,1,1,1,1,1,3
2.400,PRELAUNCH,0.03,0.04,0.10,1,1,1,1,1,3
2.420,PRELAUNCH,0.02,0.03,-0.29,1,1,1,1,1,3
2.440,PRELAUNCH,0.04,0.05,0.50,1,1,1,1,1,3
2.460,PRELAUNCH,0.03,0.04,-0.21,1,1,1,1,1,3
2.480,PRELAUNCH,0.04,0.05,0.30,1,1,1,1,1,3
2.500,PRELAUNCH,0.04,0.05,0.09,1,1,1,1,1,3
2.520,PRELAUNCH,0.04,0.05,0.02,1,1,1,1,1,3
2.540,PRELAUNCH,0.03,0.04,-0.24,1,1,1,1,1,3
2.560,PRELAUNCH,0.01,0.02,-0.55,1,1,1,1,1,3
2.580,PRELAUNCH,0.00,0.02,-0.22,1,1,1,1,1,3
2.600,PRELAUNCH,-0.01,0.01,-0.25,1,1,1,1,1,3
2.620,PRELAUNCH,0.00,0.01,0.10,1,1,1,1,1,3
2.640,PRELAUNCH,-0.01,0.00,-0.18,1,1,1,1,1,3
2.660,PRELAUNCH,-0.01,0.00,0.08,1,1,1,1,1,3
2.680,PRELAUNCH,-0.01,0.00,-0.13,1,1,1,1,1,3
2.700,PRELAUNCH,-0.03,-0.02,-0.46,1,1,1,1,1,3
2.720,PRELAUNCH,-0.02,-0.01,0.18,1,1,1,1,1,3
2.740,PRELAUNCH,-0.02,-0.01,-0.10,1,1,1,1,1,3
2.760,PRELAUNCH,-0.03,-0.02,-0.16,1,1,1,1,1,3
2.780,PRELAUNCH,-0.02,-0.01,0.28,1,1,1,1,1,3
2.800,PRELAUNCH,-0.04,-0.02,-0.52,1,1,1,1,1,3
2.820,PRELAUNCH,-0.03,-0.01,0.20,1,1,1,1,1,3
2.840,PRELAUNCH,-0.01,0.00,0.39,1,1,1,1,1,3
2.860,PRELAUNCH,0.00,0.01,0.23,1,1,1,1,1,3
2.880,PRELAUNCH,0.00,0.02,0.21,1,1,1,1,1,3
2.900,PRELAUNCH,0.01,0.02,0.07,1,1,1,1,1,3
2.920,PRELAUNCH,0.01,0.02,0.06,1,1,1,1,1,3
2.940,PRELAUNCH,0.00,0.01,-0.21,1,1,1,1,1,3
2.960,PRELAUNCH,0.01,0.02,0.22,1,1,1,1,1,3
2.980,PRELAUNCH,0.02,0.03,0.34,1,1,1,1,1,3
3.000,PRELAUNCH,0.02,0.03,-0.09,1,1,1,1,1,3
3.020,PRELAUNCH,0.02,0.03,-0.05,1,1,1,1,1,3
3.040,PRELAUNCH,0.00,0.01,-0.55,1,1,1,1,1,3
3.060,PRELAUNCH,0.00,0.01,0.02,1,1,1,1,1,3
3.080,PRELAUNCH,-0.02,0.00,-0.42,1,1,1,1,1,3
3.100,PRELAUNCH,-0.03,-0.02,-0.44,1,1,1,1,1,3
3.120,PRELAUNCH,-0.03,-0.01,0.12,1,1,1,1,1,3
3.140,PRELAUNCH,-0.04,-0.02,-0.27,1,1,1,1,1,3
3.160,PRELAUNCH,-0.03,-0.02,0.21,1,1,1,1,1,3
3.180,PRELAUNCH,-0.03,-0.02,-0.04,1,1,1,1,1,3
3.200,PRELAUNCH,-0.03,-0.02,-0.13,1,1,1,1,1,3
3.220,PRELAUNCH,-0.04,-0.02,-0.11,1,1,1,1,1,3
3.240,PRELAUNCH,-0.04,-0.03,-0.14,1,1,1,1,1,3
3.260,PRELAUNCH,-0.05,-0.04,-0.40,1,1,1,1,1,3
3.280,PRELAUNCH,-0.06,-0.04,-0.15,1,1,1,1,1,3
3.300,PRELAUNCH,-0.06,-0.04,0.02,1,1,1,1,1,3
3.320,PRELAUNCH,-0.06,-0.03,-0.04,1,1,1,1,1,3
3.340,PRELAUNCH,-0.07,-0.04,-0.32,1,1,1,1,1,3
3.360,PRELAUNCH,-0.07,-0.05,-0.21,1,1,1,1,1,3
3.380,PRELAUNCH,-0.09,-0.06,-0.50,1,1,1,1,1,3
3.400,PRELAUNCH,-0.09,-0.06,-0.01,1,1,1,1,1,3
3.420,PRELAUNCH,-0.08,-0.06,0.05,1,1,1,1,1,3
3.440,PRELAUNCH,-0.08,-0.06,-0.01,1,1,1,1,1,3
3.460,PRELAUNCH,-0.08,-0.06,-0.06,1,1,1,1,1,3
3.480,PRELAUNCH,-0.10,-0.07,-0.53,1,1,1,1,1,3
3.500,PRELAUNCH,-0.10,-0.07,0.06,1,1,1,1,1,3
3.520,PRELAUNCH,-0.10,-0.07,-0.11,1,1,1,1,1,3
3.540,PRELAUNCH,-0.09,-0.06,0.17,1,1,1,1,1,3
3.560,PRELAUNCH,-0.09,-0.06,-0.04,1,1,1,1,1,3
3.580,PRELAUNCH,-0.08,-0.05,0.12,1,1,1,1,1,3
3.600,PRELAUNCH,-0.10,-0.07,-0.48,1,1,1,1,1,3
3.620,PRELAUNCH,-0.07,-0.04,0.57,1,1,1,1,1,3
3.640,PRELAUNCH,-0.08,-0.05,-0.22,1,1,1,1,1,3
3.660,PRELAUNCH,-0.08,-0.04,0.07,1,1,1,1,1,3
3.680,PRELAUNCH,-0.06,-0.02,0.38,1,1,1,1,1,3
3.700,PRELAUNCH,-0.07,-0.03,-0.25,1,1,1,1,1,3
3.720,PRELAUNCH,-0.07,-0.03,-0.01,1,1,1,1,1,3
3.740,PRELAUNCH,-0.05,-0.01,0.54,1,1,1,1,1,3
3.760,PRELAUNCH,-0.05,-0.01,-0.14,1,1,1,1,1,3
3.780,PRELAUNCH,-0.04,0.00,0.22,1,1,1,1,1,3
3.800,PRELAUNCH,-0.04,0.00,-0.04,1,1,1,1,1,3
3.820,PRELAUNCH,-0.03,0.00,0.28,1,1,1,1,1,3
3.840,PRELAUNCH,-0.04,-0.01,-0.30,1,1,1,1,1,3
3.860,PRELAUNCH,-0.04,-0.01,-0.11,1,1,1,1,1,3
3.880,PRELAUNCH,-0.06,-0.02,-0.48,1,1,1,1,1,3
3.900,PRELAUNCH,-0.06,-0.03,-0.21,1,1,1,1,1,3
3.920,PRELAUNCH,-0.06,-0.02,0.10,1,1,1,1,1,3
3.940,PRELAUNCH,-0.03,0.00,0.69,1,1,1,1,1,3
3.960,PRELAUNCH,-0.04,0.00,-0.17,1,1,1,1,1,3
3.980,PRELAUNCH,-0.03,0.00,0.05,1,1,1,1,1,3
4.000,PRELAUNCH,-0.03,0.00,-0.03,1,1,1,1,1,3
4.020,PRELAUNCH,-0.04,-0.01,-0.13,1,1,1,1,1,3
4.040,PRELAUNCH,-0.02,0.00,0.34,1,1,1,1,1,3
4.060,PRELAUNCH,-0.03,0.00,-0.32,1,1,1,1,1,3
4.080,PRELAUNCH,-0.04,-0.01,-0.21,1,1,1,1,1,3
4.100,PRELAUNCH,-0.05,-0.02,-0.23,1,1,1,1,1,3
4.120,PRELAUNCH,-0.04,-0.01,0.07,1,1,1,1,1,3
4.140,PRELAUNCH,-0.03,0.00,0.22,1,1,1,1,1,3
4.160,PRELAUNCH,-0.02,0.01,0.34,1,1,1,1,1,3
4.180,PRELAUNCH,-0.01,0.02,0.18,1,1,1,1,1,3
4.200,PRELAUNCH,0.00,0.02,0.27,1,1,1,1,1,3
4.220,PRELAUNCH,0.00,0.03,0.14,1,1,1,1,1,3
4.240,PRELAUNCH,0.01,0.04,0.20,1,1,1,1,1,3
4.260,PRELAUNCH,0.02,0.04,0.22,1,1,1,1,1,3
4.280,PRELAUNCH,0.02,0.04,0.05,1,1,1,1,1,3
4.300,PRELAUNCH,0.02,0.04,-0.01,1,1,1,1,1,3
4.320,PRELAUNCH,0.01,0.03,-0.33,1,1,1,1,1,3
4.340,PRELAUNCH,-0.01,0.01,-0.38,1,1,1,1,1,3
4.360,PRELAUNCH,0.01,0.02,0.29,1,1,1,1,1,3
4.380,PRELAUNCH,0.01,0.02,0.02,1,1,1,1,1,3
4.400,PRELAUNCH,0.01,0.03,0.14,1,1,1,1,1,3
4.420,PRELAUNCH,0.01,0.03,0.07,1,1,1,1,1,3
4.440,PRELAUNCH,0.01,0.03,-0.01,1,1,1,1,1,3
4.460,PRELAUNCH,0.02,0.03,0.14,1,1,1,1,1,3
4.480,PRELAUNCH,0.02,0.03,0.01,1,1,1,1,1,3
4.500,PRELAUNCH,0.01,0.02,-0.31,1,1,1,1,1,3
4.520,PRELAUNCH,0.02,0.03,0.24,1,1,1,1,1,3
4.540,PRELAUNCH,0.01,0.03,-0.07,1,1,1,1,1,3
4.560,PRELAUNCH,0.00,0.02,-0.41,1,1,1,1,1,3
4.580,PRELAUNCH,0.00,0.01,-0.09,1,1,1,1,1,3
4.600,PRELAUNCH,-0.01,0.01,-0.10,1,1,1,1,1,3
4.620,PRELAUNCH,0.00,0.01,0.07,1,1,1,1,1,3
4.640,PRELAUNCH,-0.01,0.01,-0.09,1,1,1,1,1,3
4.660,PRELAUNCH,-0.01,0.01,-0.09,1,1,1,1,1,3
4.680,PRELAUNCH,0.01,0.03,0.58,1,1,1,1,1,3
4.700,PRELAUNCH,0.03,0.04,0.52,1,1,1,1,1,3
4.720,PRELAUNCH,0.02,0.03,-0.27,1,1,1,1,1,3
4.740,PRELAUNCH,0.03,0.04,0.18,1,1,1,1,1,3
4.760,PRELAUNCH,0.03,0.04,0.14,1,1,1,1,1,3
4.780,PRELAUNCH,0.04,0.05,0.32,1,1,1,1,1,3
4.800,PRELAUNCH,0.02,0.03,-0.60,1,1,1,1,1,3
4.820,PRELAUNCH,0.02,0.02,-0.14,1,1,1,1,1,3
4.840,PRELAUNCH,0.02,0.03,0.17,1,1,1,1,1,3
4.860,PRELAUNCH,0.03,0.03,0.17,1,1,1,1,1,3
4.880,PRELAUNCH,0.03,0.04,0.13,1,1,1,1,1,3
4.900,PRELAUNCH,0.03,0.03,-0.05,1,1,1,1,1,3
4.920,PRELAUNCH,0.04,0.04,0.31,1,1,1,1,1,3
4.940,PRELAUNCH,0.04,0.04,0.00,1,1,1,1,1,3
4.960,PRELAUNCH,0.05,0.04,0.18,1,1,1,1,1,3
4.980,PRELAUNCH,0.05,0.05,0.15,1,1,1,1,1,3
5.000,PRELAUNCH,0.05,0.05,-0.04,1,1,1,1,1,3
5.020,PRELAUNCH,0.05,0.95,-0.06,1,1,1,1,1,3
5.040,PRELAUNCH,0.09,1.87,0.24,1,1,1,1,1,3
5.060,PRELAUNCH,0.13,2.76,-0.04,1,1,1,1,1,3
5.080,ASCENT,0.20,3.67,0.32,1,1,1,1,1,3
5.100,ASCENT,0.27,4.57,0.17,1,1,1,1,1,3
5.120,ASCENT,0.36,5.46,-0.12,1,1,1,1,1,3
5.140,ASCENT,0.47,6.35,0.44,1,1,1,1,1,3
5.160,ASCENT,0.60,7.26,0.41,1,1,1,1,1,3
5.180,ASCENT,0.75,8.14,0.56,1,1,1,1,1,3
5.200,ASCENT,0.92,9.04,0.80,1,1,1,1,1,3
5.220,ASCENT,1.11,9.95,1.25,1,1,1,1,1,3
5.240,ASCENT,1.32,10.85,1.33,1,1,1,1,1,3
5.260,ASCENT,1.56,11.77,1.93,1,1,1,1,1,3
5.280,ASCENT,1.81,12.69,2.01,1,1,1,1,1,3
5.300,ASCENT,2.08,13.59,2.13,1,1,1,1,1,3
5.320,ASCENT,2.34,14.44,1.80,1,1,1,1,1,3
5.340,ASCENT,2.64,15.36,2.74,1,1,1,1,1,3
5.360,ASCENT,2.94,16.24,2.61,1,1,1,1,1,3
5.380,ASCENT,3.27,17.13,3.13,1,1,1,1,1,3
5.400,ASCENT,3.62,18.01,3.47,1,1,1,1,1,3
5.420,ASCENT,3.99,18.91,4.06,1,1,1,1,1,3
5.440,ASCENT,4.38,19.80,4.49,1,1,1,1,1,3
5.460,ASCENT,4.79,20.70,4.94,1,1,1,1,1,3
5.480,ASCENT,5.20,21.59,4.86,1,1,1,1,1,3
5.500,ASCENT,5.65,22.48,5.74,1,1,1,1,1,3
5.520,ASCENT,6.11,23.37,6.19,1,1,1,1,1,3
5.540,ASCENT,6.59,24.26,6.90,1,1,1,1,1,3
5.560,ASCENT,7.09,25.15,7.24,1,1,1,1,1,3
5.580,ASCENT,7.60,26.02,7.51,1,1,1,1,1,3
5.600,ASCENT,8.13,26.88,8.18,1,1,1,1,1,3
5.620,ASCENT,8.68,27.77,8.67,1,1,1,1,1,3
5.640,ASCENT,9.24,28.65,9.21,1,1,1,1,1,3
5.660,ASCENT,9.82,29.54,9.63,1,1,1,1,1,3
5.680,ASCENT,10.43,30.43,10.86,1,1,1,1,1,3
5.700,ASCENT,11.05,31.30,11.03,1,1,1,1,1,3
5.720,ASCENT,11.69,32.18,11.86,1,1,1,1,1,3
5.740,ASCENT,12.36,33.06,12.80,1,1,1,1,1,3
5.760,ASCENT,13.03,33.96,13.20,1,1,1,1,1,3
5.780,ASCENT,13.71,34.81,13.28,1,1,1,1,1,3
5.800,ASCENT,14.41,35.68,14.33,1,1,1,1,1,3
5.820,ASCENT,15.13,36.54,15.22,1,1,1,1,1,3
5.840,ASCENT,15.87,37.41,15.86,1,1,1,1,1,3
5.860,ASCENT,16.63,38.28,16.72,1,1,1,1,1,3
5.880,ASCENT,17.41,39.16,17.59,1,1,1,1,1,3
5.900,ASCENT,18.19,40.02,17.87,1,1,1,1,1,3
5.920,ASCENT,19.01,40.87,19.18,1,1,1,1,1,3
5.940,ASCENT,19.84,41.72,19.90,1,1,1,1,1,3
5.960,ASCENT,20.68,42.57,20.60,1,1,1,1,1,3
5.980,ASCENT,21.54,43.42,21.60,1,1,1,1,1,3
6.000,ASCENT,22.41,44.28,22.25,1,1,1,1,1,3
6.020,ASCENT,23.30,45.12,23.06,1,1,1,1,1,3
6.040,ASCENT,24.21,45.96,24.19,1,1,1,1,1,3
6.060,ASCENT,25.14,46.82,25.29,1,1,1,1,1,3
6.080,ASCENT,26.09,47.67,26.30,1,1,1,1,1,3
6.100,ASCENT,27.06,48.53,27.30,1,1,1,1,1,3
6.120,ASCENT,28.05,49.40,28.29,1,1,1,1,1,3
6.140,ASCENT,29.05,50.24,29.07,1,1,1,1,1,3
6.160,ASCENT,30.07,51.11,30.39,1,1,1,1,1,3
6.180,ASCENT,31.09,51.95,30.87,1,1,1,1,1,3
6.200,ASCENT,32.14,52.77,32.07,1,1,1,1,1,3
6.220,ASCENT,33.21,53.62,33.31,1,1,1,1,1,3
6.240,ASCENT,34.28,54.46,34.21,1,1,1,1,1,3
6.260,ASCENT,35.38,55.30,35.45,1,1,1,1,1,3
6.280,ASCENT,36.51,56.13,36.68,1,1,1,1,1,3
6.300,ASCENT,37.63,56.95,37.41,1,1,1,1,1,3
6.320,ASCENT,38.77,57.75,38.67,1,1,1,1,1,3
6.340,ASCENT,39.94,58.58,39.96,1,1,1,1,1,3
6.360,ASCENT,41.11,59.41,41.02,1,1,1,1,1,3
6.380,ASCENT,42.31,60.22,42.31,1,1,1,1,1,3
6.400,ASCENT,43.52,61.02,43.36,1,1,1,1,1,3
6.420,ASCENT,44.74,61.84,44.70,1,1,1,1,1,3
6.440,ASCENT,45.98,62.64,45.72,1,1,1,1,1,3
6.460,ASCENT,47.23,63.46,47.10,1,1,1,1,1,3
6.480,ASCENT,48.52,64.28,48.86,1,1,1,1,1,3
6.500,ASCENT,49.82,65.08,49.78,1,1,1,1,1,3
6.520,ASCENT,51.11,64.09,51.29,1,1,1,1,1,3
6.540,ASCENT,52.39,63.12,52.37,1,1,1,1,1,3
6.560,ASCENT,53.64,62.17,53.55,1,1,1,1,1,3
6.580,COAST,54.87,61.25,55.03,1,1,1,1,1,3
6.600,COAST,56.09,60.35,56.21,1,1,1,1,1,3
6.620,COAST,57.29,59.47,57.29,1,1,1,1,1,3
6.640,COAST,58.48,58.61,58.54,1,1,1,1,1,3
6.660,COAST,59.64,57.77,59.62,1,1,1,1,1,3
6.680,COAST,60.78,56.94,60.60,1,1,1,1,1,3
6.700,COAST,61.92,56.14,62.19,1,1,1,1,1,3
6.720,COAST,63.04,55.35,63.05,1,1,1,1,1,3
6.740,COAST,64.13,54.57,63.97,1,1,1,1,1,3
6.760,COAST,65.22,53.83,65.45,1,1,1,1,1,3
6.780,COAST,66.28,53.08,66.08,1,1,1,1,1,3
6.800,COAST,67.34,52.36,67.48,1,1,1,1,1,3
6.820,COAST,68.39,51.65,68.58,1,1,1,1,1,3
6.840,COAST,69.42,50.96,69.55,1,1,1,1,1,3
6.860,COAST,70.44,50.28,70.58,1,1,1,1,1,3
6.880,COAST,71.44,49.61,71.52,1,1,1,1,1,3
6.900,COAST,72.43,48.95,72.48,1,1,1,1,1,3
6.920,COAST,73.40,48.31,73.33,1,1,1,1,1,3
6.940,COAST,74.35,47.66,74.16,1,1,1,1,1,3
6.960,COAST,75.31,47.05,75.71,1,1,1,1,1,3
6.980,COAST,76.25,46.45,76.34,1,1,1,1,1,3
7.000,COAST,77.18,45.85,77.34,1,1,1,1,1,3
7.020,COAST,78.10,45.26,78.26,1,1,1,1,1,3
7.040,COAST,79.01,44.69,79.28,1,1,1,1,1,3
7.060,COAST,79.90,44.13,80.07,1,1,1,1,1,3
7.080,COAST,80.78,43.56,80.76,1,1,1,1,1,3
7.100,COAST,81.65,43.02,81.80,1,1,1,1,1,3
7.120,COAST,82.52,42.49,82.94,1,1,1,1,1,3
7.140,COAST,83.36,41.95,83.37,1,1,1,1,1,3
7.160,COAST,84.18,41.42,83.87,1,1,1,1,1,3
7.180,COAST,85.01,40.90,84.99,1,1,1,1,1,3
7.200,COAST,85.82,40.39,85.95,1,1,1,1,1,3
7.220,COAST,86.61,39.88,86.25,1,1,1,1,1,3
7.240,COAST,87.40,39.38,87.34,1,1,1,1,1,3
7.260,COAST,88.19,38.90,88.25,1,1,1,1,1,3
7.280,COAST,88.97,38.43,89.30,1,1,1,1,1,3
7.300,COAST,89.72,37.94,89.35,1,1,1,1,1,3
7.320,COAST,90.47,37.47,90.36,1,1,1,1,1,3
7.340,COAST,91.22,37.01,91.13,1,1,1,1,1,3
7.360,COAST,91.96,36.57,92.26,1,1,1,1,1,3
7.380,COAST,92.68,36.12,92.53,1,1,1,1,1,3
7.400,COAST,93.40,35.67,93.22,1,1,1,1,1,3
7.420,COAST,94.11,35.24,94.21,1,1,1,1,1,3
7.440,COAST,94.81,34.81,94.83,1,1,1,1,1,3
7.460,COAST,95.50,34.39,95.40,1,1,1,1,1,3
7.480,COAST,96.20,33.99,96.67,1,1,1,1,1,3
7.500,COAST,96.87,33.57,96.79,1,1,1,1,1,3
7.520,COAST,97.54,33.17,97.67,1,1,1,1,1,3
